Carbon concentration (weight%),Silicon concentration (weight%),Manganese concentration (weight%),Sulphur concentration (weight%),Phosphorus concentration (weight%),Oxygen concentration (%),Nitrogen concentration (%),Current (A),Voltage (V),Heat input (kJ/mm),Interpass temperature (deg C),Post weld heat treatment temperature (deg C),Post weld heat treatment time (hours),Nickel concentration (weight%),Chromium concentration (weight%),Molybdenum concentration (weight%),Vanadium concentration (weight%),Copper concentration (weight%),Titanium concentration (%),Aluminium concentration (%),Boron concentration (%),Niobium concentration (%),AC or DC,Electrode positive or negative,Type of weld,Yield strength (MPa),Ultimate tensile strength (MPa),Elongation (%),Reduction of Area (%),Charpy temperature (deg C),Charpy impact toughness (J),Hardness (kg/mm2),target
0.075,0.31,1.03,0.008,0.007,0.0394,0.0079,170.0,21.0,1.0,200.0,0.0,0.0,0.2128340265879234,1.358306689377657,0.2716854876609646,0.0005,0.0830941423361074,0.0092,0.0005,0.0005,0.0005,0.0,1.0,0.0,,,,,-53.0,100.0,,-1
0.1,0.22,0.55,0.009,0.013,0.026,0.0082,500.0,32.0,2.0,250.0,690.0,10.0,0.21,2.68,1.05,0.1195090775876167,0.1637405684670132,0.0059729219396102,0.02,0.0010861705806274,0.0322627856350762,0.0,1.0,5.0,492.0,610.0,27.0,,-40.0,72.0,,-1
0.072,0.36,0.64,0.008,0.006,0.0436,0.0084,170.0,21.0,1.0,200.0,580.0,2.0,0.2128340265879234,2.554943479009692,0.4724704287225336,0.0815,0.0681056608652726,0.0034,0.0005,0.0005,0.0005,0.0,1.0,0.0,483.0,576.0,25.2,76.0,-22.0,100.0,,-1
0.13,0.37,1.83,0.01,0.011,0.0318,0.0063,180.0,23.0,1.0,250.0,0.0,0.0,0.2128340265879234,4.4721081002130525,0.3948356842647448,0.0094380928905216,0.1652403819806052,0.013,0.003,0.0011509930761259,0.057615199504466,0.0,1.0,0.0,526.0,,,,0.0,167.0,,-1
0.11,0.38,1.5,0.029,0.01,0.0421,0.0082,650.0,33.0,3.3,300.0,600.0,0.75,1.434427363424482,0.805730660947992,0.0,0.005,0.2009379665675811,0.0,0.007,0.0007737474008898,0.0,0.0,1.0,1.0,524.0,596.0,29.0,64.0,,,,-1
0.08,0.37,1.42,0.006,0.009,0.0439,0.0054,170.0,21.0,1.0,200.0,580.0,2.0,0.2128340265879234,1.358306689377657,0.687792338940518,0.0005,0.0015927210638326,0.0043,0.012,0.0005,0.0005,0.0,1.0,0.0,397.0,518.0,31.0,79.8,-69.0,100.0,,-1
0.077,0.64,1.43,0.013,0.017,0.0646,0.0075,650.0,30.0,2.925,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0285206854298514,0.033,0.0024972447649549,0.0,0.0,1.0,1.0,520.0,617.0,24.0,58.0,,,,-1
0.065,0.26,0.61,0.007,0.007,0.0488,0.0086,170.0,21.0,1.0,200.0,250.0,14.0,2.14,0.0,0.0,0.0005,0.0,0.0005,0.0005,0.0005,0.0005,0.0,0.0,0.0,443.0,528.0,32.4,76.0,-95.0,28.0,,-1
0.042,0.31,0.98,0.006,0.007,0.0421,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,1.6074792096630288,0.5083565578943261,0.319610338932291,0.0879875077075017,0.0830941423361074,0.0059729219396102,0.0192097782609224,0.0010168736056438,0.0122110409828696,0.0,1.0,0.0,392.0,476.0,34.4,80.6,-50.0,74.0,,-1
0.073,0.29,1.53,0.009,0.007,0.0419,0.0243,170.0,21.0,1.0,200.0,0.0,0.0,0.2128340265879234,1.358306689377657,0.4724704287225336,0.018,0.0830941423361074,0.0046,0.002612194510983,0.0007737474008898,0.0078692306400687,0.0,1.0,0.0,538.0,591.0,24.9,74.5,,,,-1
0.11,0.14,0.73,0.002,0.005,0.0254,0.0026,500.0,29.0,2.9,200.0,690.0,8.0,0.2234614291258023,2.3,1.03,0.27,0.4647394741582668,0.0133308912490837,0.0411824507761065,0.0017677905102178,0.02,1.0,0.0,1.0,,738.0,,,-40.0,10.0,,-1
0.05,0.26,0.98,0.005,0.012,0.024,0.008,670.0,34.0,2.0,200.0,0.0,0.0,0.54,0.41,0.27,0.075924731438769,0.85,0.01,0.014,0.0026,0.02,0.0,1.0,1.0,571.0,,,,,,234.0,-1
0.09,0.24,0.68,0.013,0.006,0.052,0.0082,500.0,30.0,3.6,200.0,690.0,10.0,0.2,2.22,1.03,0.0088023559686442,0.1402088206061996,0.0025647741982415,0.01,0.0007737474008898,0.0064022198723417,0.0,1.0,6.0,535.0,627.0,23.0,,-60.0,36.0,,-1
0.074,0.41,1.36,0.005,0.005,0.0418,0.0049,170.0,21.0,1.0,200.0,0.0,0.0,0.5221716749287167,1.4897772379813747,0.6821535688688524,0.0663421225163621,0.0781949822867367,0.026,0.032,0.0016491717118655,0.0098587860007051,0.0,1.0,0.0,,,,,-47.0,100.0,,-1
0.073,0.35,0.64,0.005,0.004,0.0428,0.0077,170.0,21.0,1.0,200.0,250.0,14.0,0.0,0.0,0.0,0.0005,0.0,0.0038,0.0005,0.0005,0.0005,0.0,0.0,0.0,402.0,494.0,33.3,77.5,-70.0,28.0,,-1
0.076,0.38,0.67,0.009,0.007,0.0362,0.007,170.0,21.0,1.0,200.0,250.0,14.0,1.240212558112832,1.358306689377657,0.4722343981161802,0.0005,0.1125076322311783,0.016,0.0005,0.0005,0.0005,0.0,1.0,0.0,410.0,494.0,31.4,78.9,,,,-1
0.07,0.08,0.98,0.01,0.01,0.0891,0.0097,300.0,28.0,2.04,150.0,690.0,10.0,0.27,2.07,1.07,0.015,0.2392144502360246,0.0180607991478915,0.0078129167691799,0.0012930268985374,0.0482442665181537,0.0,1.0,2.0,440.0,540.0,24.0,67.0,-80.0,9.0,,-1
0.032,0.45,2.05,0.002,0.01,0.032,0.0119,180.0,23.0,1.0,250.0,0.0,0.0,0.045470298467278,1.358306689377657,0.5610434158503343,0.018,0.3071442640009365,0.012,0.009,0.0007737474008898,0.0078692306400687,0.0,1.0,0.0,506.0,,,,20.0,183.0,,-1
0.075,0.3,1.31,0.008,0.006,0.0441,0.0081,170.0,21.0,1.0,200.0,0.0,0.0,0.4125571428094513,1.5150997020327095,0.6123569172856385,0.0005,0.0830941423361074,0.0005,0.0005,0.0005,0.0005,0.0,1.0,0.0,,,,,-29.0,100.0,,-1
0.088,0.34,1.33,0.008,0.007,0.0421,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.405626397845638,1.4931230003886764,0.6539529857484315,0.0121066311544101,0.0830941423361074,0.002417287047835,0.007,0.0011564124017534,0.0116469489470605,0.0,1.0,0.0,461.0,568.0,28.6,77.9,-70.0,72.0,,-1
0.09,0.46,1.81,0.017,0.024,0.034,0.01,650.0,33.0,3.3,300.0,0.0,0.0,0.1,0.08,0.28,0.0831620028903359,0.21,0.0059729219396102,0.026,0.0018527658796595,0.014,0.0,1.0,1.0,620.0,712.0,22.0,58.0,,,,-1
0.054,0.5,1.68,0.009,0.015,0.069,0.0048,280.0,30.0,2.8,200.0,200.0,14.0,0.01,0.1,0.4724704287225336,0.008,0.2014513066709635,0.007,0.011,0.0001,0.002,0.0,1.0,2.0,,557.0,,,,,,-1
0.078,0.3,1.35,0.007,0.007,0.0405,0.0076,170.0,21.0,1.0,200.0,580.0,2.0,0.0053426255771148,2.6739747699052456,0.7574909841840638,0.0595,0.0830941423361074,0.003,0.0005,0.0005,0.0005,0.0,1.0,0.0,527.0,600.0,26.0,75.0,-60.0,100.0,,-1
0.08,0.25,0.8,0.01,0.01,0.0421,0.0082,525.0,30.0,1.75,210.0,700.0,20.0,0.03,2.3,1.05,0.01,0.02,0.0061408245845309,0.0034031734022656,0.0005592574565739,0.0224349308090803,0.0,1.0,1.0,527.0,627.0,,,-30.0,171.0,,-1
0.077,0.26,1.72,0.007,0.008,0.0423,0.0074,170.0,21.0,1.0,200.0,0.0,0.0,0.2128340265879234,3.69115112643608,0.4724704287225336,0.041,0.0830941423361074,0.0025,0.0005,0.0005,0.0005,0.0,1.0,0.0,,,,,-67.0,100.0,,-1
0.078,0.44,1.4,0.004,0.011,0.0436,0.0044,170.0,21.0,1.0,200.0,0.0,0.0,1.471336602334376,1.1758507229968382,0.792426739870865,0.1606629321012032,0.6436637994024245,0.0005,0.042,0.0028530708062143,0.0185593825416025,0.0,1.0,0.0,,,,,-62.0,28.0,,-1
0.068,0.35,1.06,0.006,0.009,0.0416,0.0063,170.0,21.0,1.0,200.0,0.0,0.0,0.2128340265879234,0.027,0.1506089169352506,0.018,0.0830941423361074,0.0036,0.0021830968639831,0.0007737474008898,0.0078692306400687,0.0,1.0,0.0,,,,,-62.0,100.0,,-1
0.076,0.34,1.01,0.007,0.007,0.0426,0.0075,170.0,21.0,1.0,200.0,0.0,0.0,0.664282080280935,1.581155635957505,0.8041718124029585,0.0215,0.0830941423361074,0.0037,0.0005,0.0005,0.0005,0.0,1.0,0.0,,,,,-69.0,100.0,,-1
0.147,0.36,1.02,0.007,0.007,0.0421,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,1.8295390382399743,1.358306689377657,0.1329326167503656,0.10864560981274,0.3851609784797148,0.0059729219396102,0.035893433137712,0.0006369049156671,0.0078692306400687,0.0,1.0,0.0,482.0,576.0,29.4,76.9,-20.0,150.0,,-1
0.09,0.28,1.52,0.015,0.045,0.0421,0.011,170.0,21.0,2.4,200.0,600.0,2.1,0.0,0.0,0.5,0.005,0.1,0.008,0.0125,0.0003736042245154,0.005,0.0,1.0,1.0,562.1,640.6,27.5,66.5,,,225.0,-1
0.06,0.34,1.08,0.007,0.014,0.048,0.011,116.0,23.0,1.3,175.0,720.0,8.0,0.69,9.0,1.03,0.29,0.02,0.01,0.01,0.0035673336785966,0.01,0.0,1.0,0.0,,,,,,,210.0,-1
0.07,0.32,1.48,0.005,0.006,0.0373,0.0075,170.0,21.0,1.0,200.0,0.0,0.0,0.2128340265879234,4.146462077827648,0.7450842174769083,0.0883858506935093,0.1237282772487734,0.0055,0.0092507445531459,0.0009200230282795,0.0324573818028878,0.0,1.0,4.0,,,,,-61.0,100.0,,-1
0.076,0.28,1.53,0.008,0.006,0.0444,0.0084,170.0,21.0,1.0,200.0,250.0,14.0,0.0,0.0,0.25,0.0005,0.0,0.0005,0.0005,0.0005,0.0005,0.0,0.0,0.0,474.0,570.0,20.4,77.0,-24.0,100.0,,-1
0.12,0.44,1.35,0.01,0.014,0.0326,0.0055,180.0,23.0,1.0,250.0,0.0,0.0,0.1506956511887793,3.0761837600081163,0.9224754925750795,0.0223632536976479,0.4481457389466323,0.015,0.003,0.0013001120175639,0.0296221364324271,0.0,1.0,0.0,516.0,,,,0.0,162.0,,-1
0.041,0.3,0.59,0.009,0.011,0.0421,0.0082,170.0,21.0,1.0,200.0,250.0,14.0,0.2128340265879234,1.0,0.0926665866428532,0.018,0.0830941423361074,0.0086976476912415,0.0030733075734049,0.0001677457380719,0.0078692306400687,0.0,1.0,0.0,472.0,531.0,25.8,77.8,,,,-1
0.067,0.3,0.65,0.007,0.007,0.046,0.0072,170.0,21.0,1.0,200.0,250.0,14.0,3.03,0.0,0.0,0.0005,0.0,0.0036,0.0005,0.0005,0.0005,0.0,0.0,0.0,477.0,557.0,29.4,78.0,-114.0,28.0,,-1
0.051,0.36,1.79,0.007,0.013,0.0421,0.0082,170.0,21.0,1.0,200.0,0.0,0.0,3.42,0.5353115760435785,1.040511378948732,0.1492941774853062,0.5074450549108649,0.0059729219396102,0.0299475814885021,0.0016628884028246,0.0210170024426203,0.0,1.0,0.0,,,,,24.0,100.0,,-1
0.031,0.42,1.71,0.004,0.01,0.0297,0.0109,180.0,23.0,1.0,250.0,0.0,0.0,2.5582446224414057,1.8119367651564,0.0200667611630548,0.1130040376641195,0.1012640070874094,0.011,0.008,0.0021045227051591,0.0078692306400687,0.0,1.0,0.0,488.0,,,,20.0,195.0,,-1
0.071,0.4,1.55,0.013,0.019,0.0423,0.0081,550.0,30.0,2.475,250.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0077656054440504,0.02,0.0002604363278892,0.0,0.0,1.0,1.0,442.0,547.0,28.2,73.0,,,,-1
0.12,0.29,1.46,0.025,0.028,0.0421,0.0082,650.0,33.0,3.3,300.0,0.0,0.0,0.056,0.056,0.005,0.12,0.09,0.005,0.018,0.0013138985943087,0.004,0.0,1.0,1.0,570.0,,29.0,68.0,,,,-1
0.074,0.36,0.63,0.008,0.005,0.0432,0.0075,170.0,21.0,1.0,200.0,580.0,2.0,1.0533111170569949,1.2936730759907829,0.8883187705053308,0.06,0.0830941423361074,0.0031,0.0005,0.0005,0.0005,0.0,1.0,0.0,458.0,547.0,25.6,76.0,-28.0,100.0,,-1
0.074,0.27,1.11,0.009,0.024,0.0556,0.0113,290.0,29.0,2.0,150.0,690.0,10.0,0.17,2.3,0.96,0.018,0.0830941423361074,0.0169793977752941,0.007,0.0003139496927463,0.0096734117965445,0.0,1.0,2.0,595.0,675.0,24.0,69.0,-70.0,3.0,,-1
0.05,0.24,0.97,0.005,0.012,0.023,0.008,670.0,34.0,4.6,200.0,0.0,0.0,0.53,0.4,0.26,0.0796084891745526,0.82,0.009,0.014,0.0021,0.02,0.0,1.0,1.0,552.0,,,,,,213.0,-1
0.072,0.38,1.5,0.006,0.01,0.0291,0.0077,170.0,21.0,1.0,200.0,0.0,0.0,0.4614466559392158,1.358306689377657,0.4286733290362339,0.018,0.1462447933444667,0.026,0.0308408801141433,0.0012809800803465,0.0078692306400687,0.0,1.0,0.0,509.0,578.0,26.4,78.9,,,,-1
0.076,0.38,0.67,0.009,0.007,0.0362,0.007,170.0,21.0,1.0,200.0,580.0,2.0,0.5923206168523997,1.4396377867795207,0.2292517606902144,0.0005,0.2872467967067251,0.016,0.0005,0.0005,0.0005,0.0,1.0,0.0,365.0,465.0,30.4,79.8,-56.0,100.0,,-1
0.11,0.25,1.33,0.008,0.011,0.044,0.0145,650.0,33.0,3.3,300.0,600.0,0.75,0.067,0.053,0.44,0.097,0.072,0.005,0.018,0.0020663537558203,0.005,0.0,1.0,1.0,662.0,740.0,24.0,60.0,,,,-1
0.05,0.41,0.92,0.011,0.019,0.045,0.0114,170.0,21.0,1.8,100.0,250.0,16.0,0.02,2.096573772023154,0.51,0.0433744025002044,0.02,0.0078715191604218,0.0177389906008917,0.0011410166597856,0.0360480525055998,0.0,1.0,0.0,514.0,594.0,,,,,,-1
0.072,0.57,1.4,0.004,0.008,0.036,0.0038,170.0,21.0,1.0,200.0,250.0,14.0,0.2128340265879234,1.1296046882731985,0.990445506767374,0.2082720535049721,0.183022085396092,0.008,0.064,0.0024238058409527,0.0217092600452724,0.0,1.0,0.0,486.0,555.0,26.6,78.0,,,,-1
0.072,0.38,1.09,0.006,0.009,0.0467,0.0085,170.0,21.0,1.0,200.0,580.0,2.0,2.141940733408803,2.8,0.4852702275519819,0.1101266236235649,0.1367652159195708,0.0033,0.007,0.0016021705190565,0.0239328380122336,0.0,1.0,0.0,,,,,1.0,100.0,,-1
0.074,0.27,1.41,0.007,0.006,0.0407,0.007,170.0,21.0,1.0,200.0,250.0,14.0,0.5256569274478813,1.358306689377657,0.2897382789259113,0.018,0.0830941423361074,0.0088,0.0047,0.0007961874000709,0.0078692306400687,0.0,1.0,0.0,442.0,514.0,32.2,81.6,,,,-1
0.062,0.29,0.62,0.007,0.007,0.05,0.0072,170.0,21.0,1.0,200.0,250.0,14.0,3.01,0.0,0.0,0.0005,0.0,0.0006,0.0005,0.0005,0.0005,0.0,0.0,0.0,457.0,543.0,27.6,77.0,-98.0,28.0,,-1
0.086,0.2,1.04,0.008,0.013,0.0567,0.016,180.0,34.0,1.0,175.0,750.0,8.0,0.0147798258883492,8.98,1.01,0.22,0.0830941423361074,0.018499359411635,0.0004633370133408,0.0036,0.056,0.0,1.0,0.0,609.0,743.0,16.9,61.9,38.0,100.0,,-1
0.09,0.24,0.68,0.013,0.006,0.052,0.0082,500.0,30.0,3.6,200.0,690.0,10.0,0.2,2.22,1.03,0.0534712362796407,0.0830941423361074,0.0108638116115739,0.01,0.0016045898744135,0.0078692306400687,0.0,1.0,6.0,535.0,627.0,23.0,,-40.0,81.0,,-1
0.16,0.13,1.06,0.028,0.013,0.041,0.0067,650.0,33.0,3.3,300.0,0.0,0.0,0.03,0.02,0.005,0.005,0.048,0.005,0.012,0.0005407680408944,0.005,0.0,1.0,1.0,355.0,524.0,27.0,50.0,,,,-1
0.07,0.23,1.0,0.002,0.006,0.046,0.025,116.0,23.0,1.3,175.0,740.0,2.0,0.58,8.3,0.93,0.24,0.01,0.01,0.01,0.002017595294863,0.034,0.0,1.0,0.0,,,,,,,234.0,-1
0.039,0.32,0.66,0.006,0.011,0.0421,0.0082,170.0,21.0,1.0,200.0,250.0,14.0,0.53,1.358306689377657,0.4724704287225336,0.018,0.3542115860008437,0.0153400321769372,0.0362745740926681,0.0013857203981352,0.008883020522101,0.0,1.0,0.0,411.0,484.0,32.6,79.3,,,,-1
0.084,0.3,0.54,0.005,0.008,0.066,0.0066,170.0,21.0,2.4,175.0,690.0,2.33,0.036,2.2,1.05,0.0294708840769952,0.035,0.0120077902895127,0.004789495259849,0.0016560055825102,0.0339986640424066,0.0,1.0,1.0,,,,,,,,-1
0.081,0.29,1.43,0.006,0.013,0.0461,0.0054,170.0,21.0,1.0,200.0,0.0,0.0,0.2128340265879234,3.698109224825552,0.8703078207580361,0.1121391024675416,0.0830941423361074,0.0005,0.006,0.0007737474008898,0.0313858554828639,0.0,1.0,0.0,,,,,-15.0,100.0,,-1
0.09,0.34,0.89,0.008,0.016,0.0396,0.0096,450.0,30.0,2.0,200.0,760.0,2.0,0.17,8.2,0.94,0.02,0.0830941423361074,0.0286727545890154,0.007,0.002050010469258,0.005,0.0,1.0,1.0,660.0,,,,,,,-1
0.055,0.37,0.82,0.021,0.008,0.0694,0.016,170.0,21.0,3.6,177.0,0.0,0.0,0.086,2.5,0.99,0.01,0.51,0.005,0.013,0.0005429137231353,0.0254035940399908,0.0,1.0,3.0,740.0,901.0,15.0,41.8,,,,-1
0.041,0.31,0.98,0.008,0.012,0.0421,0.0082,170.0,21.0,1.0,200.0,250.0,14.0,3.46,1.143376256272974,0.3247448773321993,0.1372018050414654,0.6127575766099743,0.0103495068344953,0.0254040912245321,0.0016759114569374,0.0177367349200223,0.0,1.0,0.0,525.0,605.0,27.6,76.0,,,,-1
0.074,0.27,1.11,0.009,0.024,0.0556,0.0113,290.0,29.0,2.0,150.0,690.0,10.0,0.17,2.3,0.96,0.018,0.0662338752963014,0.0193001786655471,0.0014957622994641,0.001421482130998,0.0078692306400687,0.0,1.0,2.0,595.0,675.0,24.0,69.0,-40.0,6.0,,-1
0.069,0.3,1.36,0.007,0.009,0.0432,0.0068,170.0,21.0,1.0,200.0,0.0,0.0,0.591021010778021,0.5747805305412809,0.1960309878082163,0.018,0.0830941423361074,0.0037,0.0005,0.0005937766597628,0.0078692306400687,0.0,1.0,0.0,,,,,-99.0,28.0,,-1
0.12,0.27,1.46,0.014,0.026,0.0365,0.0077,625.0,72.24,4.4,200.0,0.0,0.0,0.1227363796489338,1.358306689377657,0.48,0.01,0.3,0.0059729219396102,0.0100904027297158,0.0007737474008898,0.0105589143737339,0.0,1.0,3.0,689.0,689.0,34.0,69.0,-20.0,78.0,,-1
0.13,0.37,1.83,0.01,0.011,0.0318,0.0063,180.0,23.0,1.0,250.0,0.0,0.0,0.2498647711132113,4.586643481922079,0.4877640754976834,0.0739031824870164,0.0830941423361074,0.013,0.003,0.0010003781979076,0.0306514260515405,0.0,1.0,0.0,526.0,,,,20.0,174.0,,-1
0.09,0.34,0.48,0.004,0.011,0.0421,0.026,390.0,11.5,1.9,177.0,746.0,4.0,0.08,8.6,0.98,0.22,0.05,0.002,5e-07,0.001,0.0485439684073975,0.0,1.0,8.0,661.0,756.0,24.0,73.0,,,,-1
0.1,0.17,0.67,0.007,0.01,0.0421,0.024,535.0,63.0,1.8,225.0,690.0,24.0,0.14,2.31,0.29,0.0034788898837632,0.1911446463211766,0.0072867838339278,0.0116272732694893,0.0017846188724918,0.024,1.0,0.0,3.0,596.0,703.0,20.0,62.0,,,,-1
0.145,0.35,1.76,0.006,0.007,0.0421,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.1501810727060268,1.4395403492736727,0.5998326829159397,0.0715317223710931,0.2166615537487332,0.0134963742017973,0.0236826947244129,0.0017803991988248,0.0160322623535767,0.0,1.0,0.0,567.0,679.0,24.0,69.8,-20.0,117.0,,-1
0.076,0.51,1.3,0.005,0.008,0.0423,0.005,170.0,21.0,1.0,200.0,580.0,2.0,0.4056987896177185,1.358306689377657,0.4724704287225336,0.0005,0.5054043886228852,0.0043,0.049,0.0005,0.0005,0.0,1.0,0.0,417.0,528.0,29.0,78.9,-84.0,28.0,,-1
0.066,0.35,1.36,0.007,0.008,0.0421,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.2128340265879234,3.167661549727799,0.5517477546565718,0.1053355120955395,0.1286850673414917,0.0059729219396102,0.0299521123340359,0.0001736320485425,0.0495946242177014,0.0,1.0,0.0,455.0,540.0,31.2,77.9,-40.0,165.0,,-1
0.09,0.44,0.9,0.01,0.027,0.0421,0.007,170.0,21.0,1.8,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0088,0.0008184795224601,0.0,0.0,1.0,0.0,486.8,569.3,24.0,71.0,,,183.0,-1
0.078,0.26,0.62,0.007,0.005,0.0472,0.01,170.0,21.0,1.0,200.0,250.0,14.0,0.0,1.6,0.0,0.0005,0.0,0.0029,0.0005,0.0005,0.0005,0.0,0.0,0.0,509.0,596.0,17.0,74.0,-35.0,28.0,,-1
0.081,0.34,0.49,0.004,0.012,0.0421,0.024,300.0,12.5,1.4,177.0,746.0,1.0,0.08,8.57,0.98,0.22,0.05,0.002,4e-07,0.001,0.0220541364868711,0.0,1.0,8.0,728.0,817.0,21.0,73.0,,,,-1
0.073,0.24,1.43,0.008,0.006,0.046,0.0077,170.0,21.0,1.0,200.0,250.0,14.0,3.12,0.0,0.0,0.0005,0.0,0.0005,0.0005,0.0005,0.0005,0.0,0.0,0.0,573.0,666.0,16.0,70.8,-64.0,28.0,,-1
0.074,0.41,1.36,0.005,0.005,0.0418,0.0049,170.0,21.0,1.0,200.0,250.0,14.0,1.4551267488385942,1.358306689377657,0.4724704287225336,0.018,0.263771008861183,0.026,0.032,0.0012003360699284,0.0078692306400687,0.0,1.0,0.0,514.0,570.0,23.6,77.0,,,,-1
0.074,0.33,0.64,0.008,0.006,0.046,0.011,170.0,21.0,1.0,200.0,250.0,14.0,0.2687067124187435,4.402395577621022,0.7698944801772044,0.0003,0.126616066405317,0.0039,0.0005,0.0005,0.088,0.0,1.0,0.0,549.0,614.0,24.0,70.8,,,,-1
0.068,0.27,1.46,0.008,0.007,0.0436,0.0078,170.0,21.0,1.0,200.0,250.0,14.0,2.24,0.0,0.0,0.0005,0.0,0.0034,0.0005,0.0005,0.0005,0.0,0.0,0.0,555.0,622.0,25.6,78.0,-102.0,28.0,,-1
0.08,0.21,1.2,0.014,0.022,0.0421,0.01,170.0,21.0,1.7,200.0,600.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0128,0.0007737474008898,0.006,0.0,1.0,1.0,455.2,569.0,35.0,74.0,,,197.0,-1
0.11,0.51,1.1,0.007,0.013,0.05,0.04,115.0,23.0,1.0,175.0,760.0,8.0,0.08,8.9,1.0,0.18,0.03,0.01,0.01,0.0020682629118303,0.09,0.0,1.0,0.0,,,,,,,226.0,-1
0.066,0.46,1.41,0.004,0.009,0.0407,0.0049,170.0,21.0,1.0,200.0,0.0,0.0,1.6400754403017674,1.1280822143875142,0.4898044775586079,0.1519105027719725,0.4034772607939515,0.024,0.044,0.0032157235709733,0.0287559913747098,0.0,1.0,0.0,,,,,-68.0,28.0,,-1
0.078,0.44,1.31,0.005,0.008,0.0431,0.0052,170.0,21.0,1.0,200.0,580.0,2.0,0.2128340265879234,1.358306689377657,0.589118502140811,0.0005,0.4953689878339613,0.0036,0.034,0.0005,0.0005,0.0,1.0,0.0,409.0,528.0,31.0,78.9,-74.0,100.0,,-1
0.08,0.25,0.8,0.01,0.01,0.0421,0.0082,525.0,30.0,1.75,210.0,700.0,20.0,0.03,2.3,1.05,0.01,0.02,0.0107221465168258,0.007,0.0016098592576925,0.0017234236521987,0.0,1.0,1.0,515.0,616.0,,,,,,-1
0.06,0.28,0.55,0.024,0.041,0.0421,0.007,170.0,21.0,2.2,250.0,600.0,2.1,1.26,0.0,0.0,0.01,0.02,0.007,0.0035,0.0011591715434159,0.006,0.0,1.0,0.0,430.7,529.8,24.5,69.0,,,184.0,-1
0.071,0.36,1.46,0.004,0.006,0.04,0.0085,170.0,21.0,1.0,200.0,0.0,0.0,0.2128340265879234,8.240863181451413,0.9468602194281333,0.2246630964274674,0.1111414422668774,0.0022,0.000580256965693,0.0017182759259767,0.0225275622921894,0.0,1.0,4.0,,,,,-65.0,100.0,,-1
0.065,0.33,1.83,0.003,0.01,0.0291,0.0076,180.0,23.0,1.0,250.0,0.0,0.0,0.5407355827930033,2.051224706387744,0.157593207474453,0.0182518938266276,0.0830941423361074,0.009,0.007,0.0008186370524896,0.0078692306400687,0.0,1.0,0.0,496.0,,,,0.0,152.0,,-1
0.043,0.12,0.86,0.011,0.017,0.0922,0.0123,300.0,20.0,2.08,150.0,690.0,10.0,0.2,2.01,0.93,0.02,0.0830941423361074,0.0067930224232254,0.0066684473026749,0.0007737474008898,0.0338939493602008,0.0,1.0,2.0,505.0,600.0,19.0,69.0,0.0,12.0,,-1
0.076,0.27,1.48,0.007,0.008,0.0454,0.0081,170.0,21.0,1.0,200.0,250.0,14.0,0.0,0.0,0.0,0.0005,0.53,0.0022,0.0005,0.0005,0.0005,0.0,0.0,0.0,495.0,557.0,27.6,78.9,-93.0,28.0,,-1
0.09,0.37,1.03,0.004,0.01,0.047,0.037,180.0,23.0,1.3,175.0,760.0,2.0,0.05,8.8,1.03,0.25,0.01,0.01,0.01,0.0028409228732772,0.08,0.0,1.0,0.0,,,,,,,233.0,-1
0.05,0.45,0.73,0.015,0.018,0.046,0.0082,150.0,37.5,1.0,300.0,690.0,3.0,0.5651567964549518,2.8,1.1,0.0406679222865639,0.140313666848429,0.0111465748474824,0.007,0.0011997744606051,0.0247338352079645,0.0,1.0,0.0,591.0,705.0,17.0,70.0,,,230.0,-1
0.088,0.34,1.33,0.008,0.007,0.0421,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,1.4067921544303663,1.358306689377657,0.4724704287225336,0.018,0.2011945593046864,0.0101585720153078,0.007,0.0004799778926609,0.000787353367102,0.0,1.0,0.0,461.0,568.0,28.6,77.9,-20.0,188.0,,-1
0.073,0.33,1.39,0.007,0.008,0.0427,0.0066,170.0,21.0,1.0,200.0,0.0,0.0,0.3561081525063827,0.5382743364442817,0.7411270931721623,0.0005,0.0166801043113324,0.0039,0.002,0.0005,0.0005,0.0,1.0,0.0,,,,,-95.0,28.0,,-1
0.08,0.25,0.8,0.01,0.01,0.0421,0.0082,525.0,30.0,1.75,210.0,700.0,20.0,0.03,2.3,1.05,0.01,0.02,0.0036620904586749,0.0003940954720782,0.0002976796269876,0.0078692306400687,0.0,1.0,1.0,509.0,610.0,,,188.0,141.0,,-1
0.045,0.29,1.83,0.005,0.008,0.0421,0.0082,170.0,21.0,1.0,200.0,580.0,2.0,0.2128340265879234,1.358306689377657,0.013853043381892,0.018,0.1120305514550378,0.0099685077065785,0.0274459721975635,0.0013595409858992,0.0247079610829537,0.0,1.0,0.0,444.0,525.0,29.8,79.9,-40.0,153.0,,-1
